DOCTNMBR,ACCDDATE,NTFYHOUR,COUNTY,MUNICIPALITY,MUNITYPE,ONHWYRP,ONHWYDIR,ONHWY,ONSTR,ATHWY,ATSTR,INTDIR,INTDIS,ACCDSVR,INJSVR,TOTFATL,TOTINJ,ACCDTYPE,MNRCOLL,ACCDLOC,HWYCLASS,CONSZONE,ALCFLAG,BIKEFLAG,CYCLFLAG,PEDFLAG,TOTVEH,LATDECDG,LONDECDG,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract_id
BR6N1JB,8/10/2015,18,MILWAUKEE,WAUWATOSA,C,100.0,S,100,N MAYFAIR RD,,W NORTH AV, ,0,INJ,B,0,1,,NO,I,U STH,,,,,Y,1,43.0598323,-88.0478014,POINT (-88.0478014 43.0598323),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
1RL197RB0Q,11/21/2020,10,MILWAUKEE,WAUWATOSA,C,100.0,S,,NORTH AVE,100,,W,1,INJ,B,0,2,PED,NO,I,U CITY,,,,,Y,1,43.059854,-88.048022,POINT (-88.048022 43.059854),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BR0861J,8/13/2015,16,MILWAUKEE,WAUWATOSA,C,100.0,S,,W BURLEIGH ST,100,N MAYFAIR RD, ,0,INJ,C,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.0747552,-88.0479876,POINT (-88.0479876 43.0747552),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
1RL13B00M4,5/1/2019,12,MILWAUKEE,WAUWATOSA,C,100.0,S,,W BURLEIGH ST,100,,W,1,INJ,C,0,1,,NO,I,U CITY,,Y,,,Y,1,43.07475,-88.048148,POINT (-88.048148 43.07475),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
1RL13B001K,2/22/2017,12,MILWAUKEE,WAUWATOSA,C,100.0,S,,W BURLEIGH ST,100,,W,4,INJ,C,0,1,PED,NO,N,U CITY,Y,,,,Y,1,43.074739,-88.048706,POINT (-88.048706 43.074739),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
BQZ999W,12/3/2011,14,MILWAUKEE,WAUWATOSA,C,100.0,S,100,N MAYFAIR RD,,W CENTER ST,N,1,INJ,C,0,1,PED,NO,N,U STH,,,,,Y,1,43.0675918,-88.0478681,POINT (-88.0478681 43.0675918),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
BRKWSVS,1/31/2016,13,MILWAUKEE,WAUWATOSA,C,100.0,S,100,MAYFAIR RD,,W CENTER ST,S,4,INJ,A,0,1,PED,NO,N,U STH,,,,,Y,1,43.0655424,-88.0478888,POINT (-88.0478888 43.0655424),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
BRLN1L1,7/13/2016,16,MILWAUKEE,WAUWATOSA,C,100.0,S,100,MAYFAIR RD,,W CENTER ST,S,26,INJ,A,0,2,,ANGL,N,U STH,,,,,Y,2,43.0634926,-88.0478571,POINT (-88.0478571 43.0634926),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
BRJ0SRL,7/9/2013,16,MILWAUKEE,WAUWATOSA,C,100.0,S,100,N MAYFAIR RD,,W NORTH AVE,N,9,INJ,C,0,1,PED,NO,N,U STH,,,,,Y,1,43.06115,-88.0478212,POINT (-88.0478212 43.06115),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL13LM7VQ,11/2/2018,11,MILWAUKEE,WAUWATOSA,C,100.0,S,100,,,MENOMONEE RIVER PKWY,,0,INJ,A,0,1,,BLNK,I,U STH,,,,,Y,1,43.085704,-88.047872,POINT (-88.047872 43.085704),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
1RL18VN0QX,12/17/2021,15,MILWAUKEE,WAUWATOSA,C,100.0,S,100,,,MENOMONEE RIVER PKWY,,0,INJ,A,0,1,PED,NO,I,U STH,,,,,Y,1,43.085704,-88.047848,POINT (-88.047848 43.085704),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
1RL16P713C,2/13/2019,10,MILWAUKEE,WAUWATOSA,C,100.0,S,100,,,W KEEFE AVE,N,8,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,43.083076,-88.047884,POINT (-88.047884 43.083076),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
1RL18NGSZ4,11/11/2021,12,MILWAUKEE,WAUWATOSA,C,100.0,S,100,,100,,N,1,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.074837,-88.047987,POINT (-88.047987 43.074837),80.0,55,079,090200,55079090200,1400000US55079090200,902,Census Tract 902,G5020,S,3822388.0,9179.0,+43.0824098,-088.0521934,090200
BRJ0SMD,12/18/2012,18,MILWAUKEE,WAUWATOSA,C,181.0,N,181,GLENVIEW AVE,,W WISCONSIN AVE, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0386721,-88.0151932,POINT (-88.0151932 43.0386721),88.0,55,079,091300,55079091300,1400000US55079091300,913,Census Tract 913,G5020,S,1720754.0,0.0,+43.0378684,-088.0097521,091300
BRFP4XQ,1/12/2013,22,MILWAUKEE,WAUWATOSA,C,181.0,N,,W WISCONSIN AVE,181,GLENVIEW AVE, ,0,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.0386721,-88.0151932,POINT (-88.0151932 43.0386721),88.0,55,079,091300,55079091300,1400000US55079091300,913,Census Tract 913,G5020,S,1720754.0,0.0,+43.0378684,-088.0097521,091300
BRJ0SSF,10/12/2013,17,MILWAUKEE,WAUWATOSA,C,181.0,N,181,GLENVIEW AVE,,W WISCONSIN AVE,N,10,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,43.0400755,-88.014797,POINT (-88.014797 43.0400755),88.0,55,079,091300,55079091300,1400000US55079091300,913,Census Tract 913,G5020,S,1720754.0,0.0,+43.0378684,-088.0097521,091300
BR8PJ31,10/20/2011,6,MILWAUKEE,WAUWATOSA,C,181.0,N,181,GLENVIEW AVE,181,HARWOOD AVE,S,1,INJ,A,0,1,PED,NO,I,U STH,,,,,Y,1,43.0470318,-88.0125708,POINT (-88.0125708 43.0470318),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BQX7FWR,11/24/2010,17,MILWAUKEE,WAUWATOSA,C,181.0,N,181,GLENVIEW AV,,HARWOOD AV, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0471732,-88.0125587,POINT (-88.0125587 43.0471732),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BRHB1JW,5/16/2011,17,MILWAUKEE,WAUWATOSA,C,181.0,N,,HARWOOD AVE,181,GLENVIEW AVE,E,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0471732,-88.0125587,POINT (-88.0125587 43.0471732),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL144NQ84,9/5/2017,8,MILWAUKEE,WAUWATOSA,C,181.0,N,181,HARMONEE AVE,,MENOMONEE RIVER PKWY,S,8,INJ,B,0,1,PED,NO,N,U STH,Y,,,,Y,1,43.049245,-88.010171,POINT (-88.010171 43.049245),83.0,55,079,090700,55079090700,1400000US55079090700,907,Census Tract 907,G5020,S,1804120.0,0.0,+43.0591936,-088.0254535,090700
1RL13P3B2S,10/25/2018,12,MILWAUKEE,WAUWATOSA,C,181.0,N,181,HARMONEE AVE,,UNDERWOOD AVE,E,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.050684,-88.008386,POINT (-88.008386 43.050684),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL19DPGFP,6/19/2020,19,MILWAUKEE,WAUWATOSA,C,181.0,N,,UNDERWOOD AVE,181,HARMONEE AVE,S,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.050572,-88.008444,POINT (-88.008444 43.050572),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL18VN0DG,11/17/2020,15,MILWAUKEE,WAUWATOSA,C,181.0,N,,UNDERWOOD AVE,181,HARMONEE AVE,S,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.050547,-88.008437,POINT (-88.008437 43.050547),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BRJ0RSR,9/16/2010,15,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,MILWAUKEE AVE, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0526679,-88.0076349,POINT (-88.0076349 43.0526679),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
1RL18VN13P,10/20/2022,15,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,MILWAUKEE AVE,,0,INJ,C,0,1,PED,NO,I,U STH,,,,,Y,1,43.052638,-88.007424,POINT (-88.007424 43.052638),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BRKXK83,4/27/2016,14,MILWAUKEE,WAUWATOSA,C,181.0,N,181,NB,,HILLCREST DR, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0552002,-88.0076011,POINT (-88.0076011 43.0552002),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BR0K2MG,9/4/2015,7,MILWAUKEE,WAUWATOSA,C,181.0,N,,HILLCREST DR,181,WAUWATOSA AVE,E,2,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0552002,-88.0076011,POINT (-88.0076011 43.0552002),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BRKXKDQ,11/27/2016,15,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,HILLCREST DR,N,3,INJ,C,0,2,,REAR,N,U STH,,,,,Y,2,43.0556846,-88.0076007,POINT (-88.0076007 43.0556846),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
1RL16SX4FD,11/18/2019,7,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,MELROSE AVE,,0,INJ,B,0,1,,BLNK,N,U STH,,,,,Y,1,43.056293,-88.007432,POINT (-88.007432 43.056293),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BRKXKCD,10/17/2016,15,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,STICKNEY AVE, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0586968,-88.0075672,POINT (-88.0075672 43.0586968),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
1RL18G9M2C,12/15/2021,14,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,STICKNEY AVE,,0,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,43.058706,-88.007409,POINT (-88.007409 43.058706),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BRFLX7T,12/17/2010,17,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,W NORTH AVE, ,0,INJ,C,0,1,PED,NO,I,U STH,,,,,Y,1,43.0607516,-88.0074647,POINT (-88.0074647 43.0607516),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BRFP4V4,11/18/2009,18,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,W NORTH AVE, ,0,INJ,B,0,1,PED,ANGL,I,U STH,,,,,Y,1,43.0607516,-88.0074647,POINT (-88.0074647 43.0607516),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BRLK2NH,4/25/2016,16,MILWAUKEE,WAUWATOSA,C,181.0,N,,NORTH AVE,181,WAUWATOSA AVE, ,0,INJ,A,0,1,OTH NC,NO,I,U CITY,,,,,Y,1,43.0607516,-88.0074647,POINT (-88.0074647 43.0607516),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BRJQ861,2/18/2011,9,MILWAUKEE,WAUWATOSA,C,181.0,N,,W NORTH AVE,181,WAUWATOSA AVE, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0607516,-88.0074647,POINT (-88.0074647 43.0607516),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BR07FS9,9/17/2014,20,MILWAUKEE,WAUWATOSA,C,181.0,N,,W NORTH AVE,181,WAUWATOSA AVE, ,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0607516,-88.0074647,POINT (-88.0074647 43.0607516),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BRJ0S6W,11/7/2011,7,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,W WRIGHT ST, ,0,INJ,A,0,1,PED,ANGL,I,U STH,,,,,Y,1,43.0644384,-88.0074502,POINT (-88.0074502 43.0644384),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
1RL19DPGG4,7/27/2022,9,MILWAUKEE,WAUWATOSA,C,181.0,N,181,WAUWATOSA AVE,,LIVINGSTON AVE,,0,INJ,B,0,1,,NO,I,U STH,,,,,Y,1,43.065351,-88.007446,POINT (-88.007446 43.065351),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BR8LK8P,5/14/2010,16,MILWAUKEE,WAUWATOSA,C,,,100,N MAYFAIR RD,,WATERTOWN PLANK RD, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,43.0455869,-88.0474304,POINT (-88.0474304 43.0455869),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
1RL18L0QGP,8/24/2023,20,MILWAUKEE,WAUWATOSA,C,,,100,,,MEINECKE AVE,N,24,INJ,C,0,1,,BLNK,N,U STH,,,,,Y,1,43.065783,-88.047709,POINT (-88.047709 43.065783),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL18VN1DG,10/16/2023,19,MILWAUKEE,WAUWATOSA,C,,,181,N 76TH ST,,W CLARKE ST,N,3,INJ,A,0,1,PED,NO,N,U STH,,,,,Y,1,43.066624,-88.007441,POINT (-88.007441 43.066624),85.0,55,079,090900,55079090900,1400000US55079090900,909,Census Tract 909,G5020,S,1228445.0,0.0,+43.0600218,-087.9940185,090900
BMZNDQZ,9/2/2015,12,MILWAUKEE,WAUWATOSA,C,,,190,W WILLIAM COFFEY DR,,92ND ST,E,6,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,43.0896907,-88.0265796,POINT (-88.0265796 43.0896907),159.0,55,079,005400,55079005400,1400000US55079005400,54,Census Tract 54,G5020,S,1346019.0,0.0,+43.0824781,-088.0225979,005400
BMPFQTJ,5/12/2010,22,MILWAUKEE,WAUWATOSA,C,,,,92ND ST N,,CONNELL AVE W,S,1,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.042216,-88.0260398,POINT (-88.0260398 43.042216),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BMMS44Z,1/9/2009,7,MILWAUKEE,WAUWATOSA,C,,,,92ND ST N,,DOYNE RD,N,2,INJ,B,0,1,,NO,N,U CITY,,,,,Y,1,43.040368,-88.0260731,POINT (-88.0260731 43.040368),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BMQFCK0,2/25/2011,23,MILWAUKEE,WAUWATOSA,C,,,,92ND ST N,,W WISCONSIN AV,N,20,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0410784,-88.0260546,POINT (-88.0260546 43.0410784),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BRFLX7S,10/24/2010,11,MILWAUKEE,WAUWATOSA,C,,,,BLANCHARD ST,,N 71 ST,E,1,INJ,C,0,1,PED,ANGL,N,U CITY,,,,,Y,1,43.0485545,-88.000772,POINT (-88.000772 43.0485545),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL1474SJD,5/10/2019,11,MILWAUKEE,WAUWATOSA,C,,,,BLANCHARD ST,,WAUWATOSA AVE,E,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.049317,-88.006183,POINT (-88.006183 43.049317),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1ML0W2BC43,1/25/2019,3,MILWAUKEE,WAUWATOSA,C,,,,DOYNE RD,,N 92ND ST,E,12,PD,,0,0,PED,NO,PL,U CITY,,,,,Y,1,43.039664,-88.024275,POINT (-88.024275 43.039664),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BRFP51D,3/28/2014,6,MILWAUKEE,WAUWATOSA,C,,,,HARMONEE AVE,,MENOMONEE RIVER PK, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.050102,-88.0091438,POINT (-88.0091438 43.050102),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BR18K3C,3/11/2015,18,MILWAUKEE,WAUWATOSA,C,,,,HARWOOD AV,,WAUWATOSA AV,W,2,INJ,B,0,1,,UNKN,N,U CITY,,,,,Y,1,43.0502027,-88.0072447,POINT (-88.0072447 43.0502027),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BQX7FT3,5/3/2009,11,MILWAUKEE,WAUWATOSA,C,,,,LUDINGTON AVE,,N 85TH ST,E,2,PD,,0,0,,REAR,N,U CITY,,,,Y,Y,2,43.0543975,-88.0188385,POINT (-88.0188385 43.0543975),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BR8WFX5,3/18/2015,18,MILWAUKEE,WAUWATOSA,C,,,,MARTHA WASHINGTON DR,,WASHINGTON CI,N,3,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0512413,-87.9898289,POINT (-87.9898289 43.0512413),87.0,55,079,091100,55079091100,1400000US55079091100,911,Census Tract 911,G5020,S,1721772.0,0.0,+43.0549381,-088.0038186,091100
BR343SC,6/7/2015,11,MILWAUKEE,WAUWATOSA,C,,,,MENOMONEE RIVER PK,,CHURCH ST,W,1,INJ,B,0,1,PED,SSS,N,U CITY,,,,,Y,1,43.0504228,-88.0100699,POINT (-88.0100699 43.0504228),83.0,55,079,090700,55079090700,1400000US55079090700,907,Census Tract 907,G5020,S,1804120.0,0.0,+43.0591936,-088.0254535,090700
BR0861M,10/14/2015,8,MILWAUKEE,WAUWATOSA,C,,,,MILWAUKEE AV,,N 68 ST, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0515101,-87.9974843,POINT (-87.9974843 43.0515101),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BRKXK84,4/27/2016,21,MILWAUKEE,WAUWATOSA,C,,,,MILWAUKEE AVE,,N 73RD ST, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0521712,-88.0032807,POINT (-88.0032807 43.0521712),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
BRKXKC1,10/6/2016,9,MILWAUKEE,WAUWATOSA,C,,,,MILWAUKEE AVE,,N 73RD ST, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0521712,-88.0032807,POINT (-88.0032807 43.0521712),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL18TDZ3L,11/28/2023,17,MILWAUKEE,WAUWATOSA,C,,,,MILWAUKEE AVE,,N 73RD ST,,0,INJ,B,0,1,,NO,I,U CITY,,,,,Y,1,43.05224,-88.003281,POINT (-88.003281 43.05224),264.0,55,079,091200,55079091200,1400000US55079091200,912,Census Tract 912,G5020,S,2366760.0,0.0,+43.0467095,-088.0038919,091200
1RL18VN0HZ,3/26/2021,8,MILWAUKEE,WAUWATOSA,C,,,,N 100TH ST,,W GLENDALE AVE,S,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.101067,-88.037608,POINT (-88.037608 43.101067),266.0,55,079,090100,55079090100,1400000US55079090100,901,Census Tract 901,G5020,S,4506829.0,0.0,+43.0973415,-088.0483400,090100
BRFLXB6,5/9/2012,8,MILWAUKEE,WAUWATOSA,C,,,,N 107 ST,,W NORTH AVE, ,0,INJ,C,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.0601192,-88.0461187,POINT (-88.0461187 43.0601192),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL1D45WRC,2/25/2021,21,MILWAUKEE,WAUWATOSA,C,,,,N 107TH ST,,NORTH AVE,S,7,INJ,B,0,1,,REAR,N,U CITY,,,,,Y,2,43.059177,-88.046159,POINT (-88.046159 43.059177),51.0,55,079,185300,55079185300,1400000US55079185300,1853,Census Tract 1853,G5020,S,7304498.0,0.0,+43.0498781,-088.0426298,185300
BRJCW4H,5/19/2014,9,MILWAUKEE,WAUWATOSA,C,,,,N 114TH ST,,W NORTH AVE,N,1,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0601952,-88.055023,POINT (-88.055023 43.0601952),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
BR05ZGP,6/19/2013,10,MILWAUKEE,WAUWATOSA,C,,,,N 114TH ST,,W NORTH AVE,N,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0601952,-88.055023,POINT (-88.055023 43.0601952),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL1DG26PK,5/3/2023,14,MILWAUKEE,WAUWATOSA,C,,,,N 115TH ST,,WATERTOWN PLANK RD,S,10,INJ,C,0,1,PED,NO,N,U CITY,Y,,,,Y,1,43.044107,-88.056126,POINT (-88.056126 43.044107),82.0,55,079,090600,55079090600,1400000US55079090600,906,Census Tract 906,G5020,S,3069808.0,243.0,+43.0369557,-088.0545528,090600
BQXNS1V,11/18/2009,14,MILWAUKEE,WAUWATOSA,C,,,,N 116 ST,,W NORTH AV,N,2,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.060326,-88.0574689,POINT (-88.0574689 43.060326),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL13B001B,2/15/2017,8,MILWAUKEE,WAUWATOSA,C,,,,N 116TH ST,,W CLARKE ST,,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.064918,-88.057558,POINT (-88.057558 43.064918),81.0,55,079,090300,55079090300,1400000US55079090300,903,Census Tract 903,G5020,S,4015001.0,0.0,+43.0673905,-088.0515482,090300
1RL1BFKD79,8/17/2021,11,MILWAUKEE,WAUWATOSA,C,,,,N 118TH ST,,W COURTLAND AVE,S,3,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.102003,-88.059872,POINT (-88.059872 43.102003),266.0,55,079,090100,55079090100,1400000US55079090100,901,Census Tract 901,G5020,S,4506829.0,0.0,+43.0973415,-088.0483400,090100
BRLX5ZF,2/17/2016,15,MILWAUKEE,WAUWATOSA,C,,,,N 124TH ST,190,CAPITOL DR,S,10,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.088905,-88.066314,POINT (-88.066314 43.088905),,,,,,,,,,,,,,,
BR8ZNMK,8/31/2014,19,MILWAUKEE,WAUWATOSA,C,,,,N 124TH ST,190,W CAPITOL DR,S,19,INJ,C,0,1,PED,SSS,N,U CITY,,,,,Y,1,43.088905,-88.066314,POINT (-88.066314 43.088905),,,,,,,,,,,,,,,
1RL1CBQ6NZ,5/29/2023,21,MILWAUKEE,WAUWATOSA,C,,,,N 124TH ST,190,,S,1,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.088717,-88.066313,POINT (-88.066313 43.088717),,,,,,,,,,,,,,,
BRFP4W4,6/16/2011,15,MILWAUKEE,WAUWATOSA,C,,,,N 124TH ST,,W BURLEIGH ST, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0744718,-88.0666178,POINT (-88.0666178 43.0744718),,,,,,,,,,,,,,,
BRJGV19,12/4/2011,19,MILWAUKEE,WAUWATOSA,C,,,,N 124TH ST,,W NORTH AVE,N,5,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.060655,-88.0668117,POINT (-88.0668117 43.060655),,,,,,,,,,,,,,,
